-1.570796326794896558e+00 -1.570796326794896558e+00 -1.570796326794896558e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -1.439896632895321771e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -1.308996938995747206e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -1.178097245096172418e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -1.047197551196597853e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -9.162978572970230662e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -7.853981633974482790e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -6.544984694978736028e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -5.235987755982989267e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -3.926990816987241395e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -2.617993877991495744e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 -1.308996938995747872e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 1.308996938995745651e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 2.617993877991493523e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 3.926990816987239175e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 5.235987755982987046e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 6.544984694978732698e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 7.853981633974482790e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 9.162978572970228441e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 1.047197551196597409e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 1.178097245096172418e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.570796326794896558e+00 -1.570796326794896558e+00 1.308996938995746984e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
